Dimensión_ID,Dimensión,Subdimensión_ID,Subdimensión,Multidisciplina_ID,Multidisciplina,Questão_ID,Questão,Elemento_ID,Elemento_Descrição,Tipo_Elemento,Nível,Puntuación,Tipo_Respuesta,Instrucciones
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,"pontuação máxima Em relação à iniciativa [inserir nome], de que maneira a iniciativa de inovação contribui para resolver o problema identificado? Deve-se descrever como a inovação melhora a situação inicial ou resolve o problema identificado, indicando que mudança gera e por que seria efetiva diante da situação que se busca abordar. Máximo de 3000 caracteres.",0,"pontuação máxima Em relação à iniciativa [inserir nome], de que maneira a iniciativa de inovação contribui para resolver o problema identificado? Deve-se descrever como a inovação melhora a situação inicial ou resolve o problema identificado, indicando que mudança gera e por que seria efetiva diante da situação que se busca abordar. Máximo de 3000 caracteres.",Questão,4,,Texto livre,Redija a resposta em texto livre com no máximo 3000 caracteres.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,"Em relação à iniciativa [inserir nome], durante o período medido, foi realizada uma investigação do problema inicial antes de idealizar soluções?",0,"Em relação à iniciativa [inserir nome], durante o período medido, foi realizada uma investigação do problema inicial antes de idealizar soluções?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,19,"PRÁTICAS E PROCESSOS Se marcar esta opção, não é possível assinalar as demais.",19,"PRÁTICAS E PROCESSOS Se marcar esta opção, não é possível assinalar as demais.",Questão,4,10.9,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,1.8,"pontuação máxima Quais dos seguintes atores externos participaram da fase de investigação do problema inicial? Em relação à iniciativa [inserir nome], durante o período medido, ela foi desenhada? Em relação à iniciativa [inserir nome], durante o período medido, ela foi prototipada?",1.8,"pontuação máxima Quais dos seguintes atores externos participaram da fase de investigação do problema inicial? Em relação à iniciativa [inserir nome], durante o período medido, ela foi desenhada? Em relação à iniciativa [inserir nome], durante o período medido, ela foi prototipada?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,Quais dos seguintes atores externos participaram da fase de desenho? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.7.N.,0,Quais dos seguintes atores externos participaram da fase de desenho? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.7.N.,Questão,4,,Resposta múltipla,Marque todas as opções correspondentes. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,Quais dos seguintes atores externos participaram da fase de prototipagem? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.9.N.,0,Quais dos seguintes atores externos participaram da fase de prototipagem? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.9.N.,Questão,4,,Resposta múltipla,Marque todas as opções correspondentes. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,20,PRÁTICAS E PROCESSOS,20,PRÁTICAS E PROCESSOS,Questão,4,10.9,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,1.5,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi testada e ajustada a partir dos resultados obtidos?",1.5,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi testada e ajustada a partir dos resultados obtidos?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,1.4,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi pilotada?",1.4,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi pilotada?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,1.4,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi implementada?",1.4,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi implementada?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,Quais dos seguintes atores externos participaram da fase de testes e ajustes da solução? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.11.N.,0,Quais dos seguintes atores externos participaram da fase de testes e ajustes da solução? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.11.N.,Questão,4,,Resposta múltipla,Marque todas as opções correspondentes. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,Quais dos seguintes atores externos participaram da fase de pilotagem da solução? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.13.N.,0,Quais dos seguintes atores externos participaram da fase de pilotagem da solução? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.13.N.,Questão,4,,Resposta múltipla,Marque todas as opções correspondentes. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,21,PRÁTICAS E PROCESSOS,21,PRÁTICAS E PROCESSOS,Questão,4,10.9,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,1.2,"Em relação à iniciativa [inserir nome], durante o período medido, que tipo de avaliação foi realizada no contexto do pilotagem ou após ser implementada?",1.2,"Em relação à iniciativa [inserir nome], durante o período medido, que tipo de avaliação foi realizada no contexto do pilotagem ou após ser implementada?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,Quais dos seguintes atores externos participaram da fase de implementação da solução? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.15.N.,0,Quais dos seguintes atores externos participaram da fase de implementação da solução? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.15.N.,Questão,4,,Resposta múltipla,Marque todas as opções correspondentes. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,Quais dos seguintes atores externos participaram da fase de avaliação da solução? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.17.N.,0,Quais dos seguintes atores externos participaram da fase de avaliação da solução? Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.17.N.,Questão,4,,Resposta múltipla,Marque todas as opções correspondentes. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,1,"Em relação à iniciativa [inserir nome], participaram pessoas usuárias, outras instituições públicas ou instituições fora do Estado em uma ou mais de suas fases?",1,"Em relação à iniciativa [inserir nome], participaram pessoas usuárias, outras instituições públicas ou instituições fora do Estado em uma ou mais de suas fases?",Questão,4,,Resposta única,Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,20.7,".N, 20.9.N, 20.11.N, 20.13.N, 20.15.N, 20.17.N)",20.7,".N, 20.9.N, 20.11.N, 20.13.N, 20.15.N, 20.17.N)",Questão,4,,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,22,PRÁTICAS E PROCESSOS,22,PRÁTICAS E PROCESSOS,Questão,4,10.9,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,1.1,"Em relação à iniciativa [inserir nome], durante o período medido, quais das seguintes atividades relacionadas à gestão da mudança ou à adoção da solução foram desenvolvidas? Marque todas as opções correspondentes. A. Difusão da iniciativa no interior da organização. B. Plano de comunicação e difusão com usuários e atores-chave. C. Instalação de capacidades nas equipes executoras. D. Criação de uma rede de apoio ou equipes de gestão da mudança. E. Envolvimento das autoridades institucionais na iniciativa. F. Desenho de estratégias de gestão da mudança para enfrentar resistências. G. Outra. Qual? H. Nenhuma das anteriores.",1.1,"Em relação à iniciativa [inserir nome], durante o período medido, quais das seguintes atividades relacionadas à gestão da mudança ou à adoção da solução foram desenvolvidas? Marque todas as opções correspondentes. A. Difusão da iniciativa no interior da organização. B. Plano de comunicação e difusão com usuários e atores-chave. C. Instalação de capacidades nas equipes executoras. D. Criação de uma rede de apoio ou equipes de gestão da mudança. E. Envolvimento das autoridades institucionais na iniciativa. F. Desenho de estratégias de gestão da mudança para enfrentar resistências. G. Outra. Qual? H. Nenhuma das anteriores.",Questão,4,,Resposta múltipla,"Use as informações do período medido (1/06/2024 a 31/05/2025). Marque todas as opções correspondentes. Se selecionar ""Nenhuma das anteriores"" não deve marcar outras alternativas. Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo)."
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,Informação adicional necessária Informação adicional necessária,0,Informação adicional necessária Informação adicional necessária,Questão,4,,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,"Em relação à iniciativa [inserir nome], durante o período medido, foram executadas ou planejadas ações para o seu escalonamento?",0,"Em relação à iniciativa [inserir nome], durante o período medido, foram executadas ou planejadas ações para o seu escalonamento?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,"Em relação à iniciativa [inserir nome], ela contou com financiamento em pelo menos uma de suas fases?",0,"Em relação à iniciativa [inserir nome], ela contou com financiamento em pelo menos uma de suas fases?",Questão,4,,Resposta única,Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,"Em relação à iniciativa [inserir nome], quantas áreas, em nível de unidades funcionais, estiveram ativamente envolvidas em uma ou mais de suas fases? Máximo de 3000 caracteres. A. Sim B. Não A. Sim B. Não --- PÁGINA 23 ---",0,"Em relação à iniciativa [inserir nome], quantas áreas, em nível de unidades funcionais, estiveram ativamente envolvidas em uma ou mais de suas fases? Máximo de 3000 caracteres. A. Sim B. Não A. Sim B. Não --- PÁGINA 23 ---",Questão,4,,Texto livre,Redija a resposta em texto livre com no máximo 3000 caracteres.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,23,PRÁTICAS E PROCESSOS,23,PRÁTICAS E PROCESSOS,Questão,4,10.9,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,"Em relação à iniciativa [inserir nome], quais das seguintes dificuldades foram encontradas durante o desenvolvimento da iniciativa? Selecione as 3 principais. A. Obter financiamento para o seu desenvolvimento. B. Cultura organizacional. C. Marco normativo e/ou administrativo. D. Interoperabilidade entre sistemas. E. Adoção de novas tecnologias. G. Outra. Qual? G. Nenhuma das anteriores.",0,"Em relação à iniciativa [inserir nome], quais das seguintes dificuldades foram encontradas durante o desenvolvimento da iniciativa? Selecione as 3 principais. A. Obter financiamento para o seu desenvolvimento. B. Cultura organizacional. C. Marco normativo e/ou administrativo. D. Interoperabilidade entre sistemas. E. Adoção de novas tecnologias. G. Outra. Qual? G. Nenhuma das anteriores.",Questão,4,3.0,Resposta múltipla,Selecione apenas as três opções principais indicadas.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,"Em relação à iniciativa [inserir nome], a perspectiva de gênero foi incorporada em pelo menos uma de suas etapas?",0,"Em relação à iniciativa [inserir nome], a perspectiva de gênero foi incorporada em pelo menos uma de suas etapas?",Questão,4,,Resposta única,Responda para cada iniciativa declarada na pergunta 20.1 (bloco repetitivo).
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,24,PRÁTICAS E PROCESSOS,24,PRÁTICAS E PROCESSOS,Questão,4,0.0,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,20A,"--- PÁGINA 25 --- Se marcar esta opção, não é possível assinalar as demais.",20A,"--- PÁGINA 25 --- Se marcar esta opção, não é possível assinalar as demais.",Questão,4,0.0,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,0,"Em relação às iniciativas reportadas, quais dos seguintes enfoques ou metodologias foram utilizados para seu desenvolvimento?",0,"Em relação às iniciativas reportadas, quais dos seguintes enfoques ou metodologias foram utilizados para seu desenvolvimento?",Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,21,"A. Design thinking. B. Metodologias ágeis (Scrum, Kanban, Lean etc.). C. Pensamento sistêmico. D. Pensamento Inventivo Sistemático. E. Prospectiva estratégica ou inovação antecipatória. F. Gestão da mudança (Change Management). G. Outra. Qual? F. Nenhuma. Marque todas as opções correspondentes. Se respondeu “Nenhuma” na pergunta 19, deve marcar a opção “F. Nenhuma”.",21,"A. Design thinking. B. Metodologias ágeis (Scrum, Kanban, Lean etc.). C. Pensamento sistêmico. D. Pensamento Inventivo Sistemático. E. Prospectiva estratégica ou inovação antecipatória. F. Gestão da mudança (Change Management). G. Outra. Qual? F. Nenhuma. Marque todas as opções correspondentes. Se respondeu “Nenhuma” na pergunta 19, deve marcar a opção “F. Nenhuma”.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes. Responda apenas se cumprir a condição indicada na pergunta anterior.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,1,"Durante o período medido, quantas pessoas da instituição participaram ativamente da Rede de Inovadores Públicos? Valor (cálculo da taxa: pessoas ativas na Rede / quantidade de pessoas na Rede). Segue o cálculo de uma variável contínua.",1,"Durante o período medido, quantas pessoas da instituição participaram ativamente da Rede de Inovadores Públicos? Valor (cálculo da taxa: pessoas ativas na Rede / quantidade de pessoas na Rede). Segue o cálculo de uma variável contínua.",Questão,4,,Resposta numérica,Use as informações do período medido (1/06/2024 a 31/05/2025). Utilize o valor calculado a partir dos registros administrativos indicado no enunciado. Informe um valor numérico sem pontos ou símbolos (apenas dígitos). Indique a quantidade solicitada como número inteiro.
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,21A,Provém de dados administrativos da Rede de Innovadores Públicos. Participação em ambientes de inovação - Rede de Innovadores Públicos,21A,Provém de dados administrativos da Rede de Innovadores Públicos. Participação em ambientes de inovação - Rede de Innovadores Públicos,Questão,4,1.0,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,25,PRÁTICAS E PROCESSOS --- PÁGINA 26 ---,25,PRÁTICAS E PROCESSOS --- PÁGINA 26 ---,Questão,4,,,
I,Dimensão Recursos institucionais,II.a,Capacidade-chave Atividades ou práticas,,,26,PRÁTICAS E PROCESSOS,26,PRÁTICAS E PROCESSOS,Questão,4,7.0,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,,,II.b,Procedimentos,Subdimensão,2,,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0,Informação adicional necessária,0,Informação adicional necessária,Questão,4,,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0.5,"Durante o período medido, quais dos seguintes tipos de análise foram considerados nos procedimentos de identificação de necessidades ou expectativas das pessoas?",0.5,"Durante o período medido, quais dos seguintes tipos de análise foram considerados nos procedimentos de identificação de necessidades ou expectativas das pessoas?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,23.1,"A. Análises qualitativas (oficinas, focus groups, entrevistas, etnografia). B. Análises quantitativas (pesquisas telefônicas, presenciais, on-line ou em papel). C. Análises de registros administrativos (bases de dados próprias). D. Análises com dados massivos (redes sociais, navegação web, mineração de texto). E. Análises documentais ou de fontes espontâneas (revisão de OIRS, meios, atas, relatórios etc.). F. Outra, especifique: marque todas as opções correspondentes.",23.1,"A. Análises qualitativas (oficinas, focus groups, entrevistas, etnografia). B. Análises quantitativas (pesquisas telefônicas, presenciais, on-line ou em papel). C. Análises de registros administrativos (bases de dados próprias). D. Análises com dados massivos (redes sociais, navegação web, mineração de texto). E. Análises documentais ou de fontes espontâneas (revisão de OIRS, meios, atas, relatórios etc.). F. Outra, especifique: marque todas as opções correspondentes.",Questão,4,,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0.2,Com que frequência essas medições foram realizadas?,0.2,Com que frequência essas medições foram realizadas?,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,24.1,A. Anualmente. B. Semestralmente. C. Mensalmente. D. Semanalmente. E. Diariamente. F. Tempo real.,24.1,A. Anualmente. B. Semestralmente. C. Mensalmente. D. Semanalmente. E. Diariamente. F. Tempo real.,Questão,4,,Resposta única,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0,--- PÁGINA 27 ---,0,--- PÁGINA 27 ---,Questão,4,,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,27,PRÁTICAS E PROCESSOS,27,PRÁTICAS E PROCESSOS,Questão,4,2.2,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0,Para que a instituição utilizou a informação obtida das medições de satisfação usuária?,0,Para que a instituição utilizou a informação obtida das medições de satisfação usuária?,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,24.2,A. Desenho de novos serviços. B. Melhoria contínua. C. Relato para outras áreas da instituição. D. Análise de demanda. E. Outros. Especifique: F. Não se utilizou. Marque todas as opções correspondentes.,24.2,A. Desenho de novos serviços. B. Melhoria contínua. C. Relato para outras áreas da instituição. D. Análise de demanda. E. Outros. Especifique: F. Não se utilizou. Marque todas as opções correspondentes.,Questão,4,,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0,"Durante o período medido, quais níveis os protótipos das iniciativas de inovação alcançaram? A. Protótipo conceitual. B. Protótipo sensorial. C. Protótipo funcional. D. Outro(s). Qual(is)?",0,"Durante o período medido, quais níveis os protótipos das iniciativas de inovação alcançaram? A. Protótipo conceitual. B. Protótipo sensorial. C. Protótipo funcional. D. Outro(s). Qual(is)?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,28,PRÁTICAS E PROCESSOS pontuação máxima,28,PRÁTICAS E PROCESSOS pontuação máxima,Questão,4,,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0,"Durante o período medido, com quais dos procedimentos a seguir para a realização de testes a instituição contava?",0,"Durante o período medido, com quais dos procedimentos a seguir para a realização de testes a instituição contava?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,26.1,"A. Desenho de um plano de testes com objetivos, hipóteses e critérios de sucesso definidos. B. Definição de métricas e indicadores para avaliar os resultados do teste. C. Testes com usuários reais ou simulações. D. Definição de um fluxo de trabalho com papéis, prazos e responsáveis. E. Coleta sistemática de feedback de usuários ou outros atores envolvidos nos testes. F. Registro e análise dos resultados dos testes. G. Outro(s). Qual(is)? Marque todas as opções correspondentes.",26.1,"A. Desenho de um plano de testes com objetivos, hipóteses e critérios de sucesso definidos. B. Definição de métricas e indicadores para avaliar os resultados do teste. C. Testes com usuários reais ou simulações. D. Definição de um fluxo de trabalho com papéis, prazos e responsáveis. E. Coleta sistemática de feedback de usuários ou outros atores envolvidos nos testes. F. Registro e análise dos resultados dos testes. G. Outro(s). Qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,27.1,"A. Avaliação de desempenho por meio de indicadores quantitativos. B. Comparação com a situação anterior (linha de base) ou com soluções alternativas. C. Análise de feedback qualitativo de pessoas usuárias ou beneficiárias. D. Identificação de riscos, barreiras ou oportunidades emergentes após o teste ou implementação. E. Avaliação do processo de implementação. F. Avaliação de impacto em resultados. G. Outro(s). Qual(is)? Durante o período medido, quais análises faziam parte dos instrumentos para avaliar suas soluções de inovação? Marque todas as opções correspondentes. Considere as análises utilizadas tanto ao avaliar soluções pilotadas quanto implementadas.",27.1,"A. Avaliação de desempenho por meio de indicadores quantitativos. B. Comparação com a situação anterior (linha de base) ou com soluções alternativas. C. Análise de feedback qualitativo de pessoas usuárias ou beneficiárias. D. Identificação de riscos, barreiras ou oportunidades emergentes após o teste ou implementação. E. Avaliação do processo de implementação. F. Avaliação de impacto em resultados. G. Outro(s). Qual(is)? Durante o período medido, quais análises faziam parte dos instrumentos para avaliar suas soluções de inovação? Marque todas as opções correspondentes. Considere as análises utilizadas tanto ao avaliar soluções pilotadas quanto implementadas.",Questão,4,2.0,Resposta múltipla,Use as informações do período medido (1/06/2024 a 31/05/2025). Marque todas as opções correspondentes. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,1.6,"Durante o período medido, a instituição possuía procedimentos vigentes para medir o desempenho de suas soluções de inovação?",1.6,"Durante o período medido, a instituição possuía procedimentos vigentes para medir o desempenho de suas soluções de inovação?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,27,Informação adicional necessária,27,Informação adicional necessária,Questão,4,,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0,--- PÁGINA 29 ---,0,--- PÁGINA 29 ---,Questão,4,,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,29,PRÁTICAS E PROCESSOS,29,PRÁTICAS E PROCESSOS,Questão,4,,,
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0,Qual foi a data da última revisão do processo de inovação? DD/MM/AA. (resposta não obrigatória),0,Qual foi a data da última revisão do processo de inovação? DD/MM/AA. (resposta não obrigatória),Questão,4,,Texto livre,Informe a data no formato DD/MM/AA (campo opcional).
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0.5,O processo para inovar foi avaliado ou redesenhado no período medido a partir de seus resultados?,0.5,O processo para inovar foi avaliado ou redesenhado no período medido a partir de seus resultados?,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
I,Dimensão Recursos institucionais,II.b,Procedimentos,,,0,"Durante o período medido, a instituição contava com algum processo para inovar?",0,"Durante o período medido, a instituição contava com algum processo para inovar?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
I,Dimensão Recursos institucionais,II.c,Processos,,,,,II.c,Processos,Subdimensão,2,,,
I,Dimensão Recursos institucionais,II.c,Processos,,,28.4,"A. O processo está desenhado. B. O processo está formalizado. C. O processo está formalizado e socializado. D. O processo foi formalizado, socializado e executado ao menos uma vez com resultados documentados. Quanto ao processo para inovar indicado na pergunta anterior, qual foi o nível de desenvolvimento alcançado?",28.4,"A. O processo está desenhado. B. O processo está formalizado. C. O processo está formalizado e socializado. D. O processo foi formalizado, socializado e executado ao menos uma vez com resultados documentados. Quanto ao processo para inovar indicado na pergunta anterior, qual foi o nível de desenvolvimento alcançado?",Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
I,Dimensão Recursos institucionais,II.c,Processos,,,0,"Entre os objetivos dos seus processos para inovar, estava o desenvolvimento de iniciativas de inovação?",0,"Entre os objetivos dos seus processos para inovar, estava o desenvolvimento de iniciativas de inovação?",Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
I,Dimensão Recursos institucionais,II.c,Processos,,,30,PRÁTICAS E PROCESSOS,30,PRÁTICAS E PROCESSOS,Questão,4,13.5,,
I,Dimensão Recursos institucionais,II.c,Processos,,,7,Quais das seguintes fases da metodologia de inovação foram consideradas nos processos para inovar?,7,Quais das seguintes fases da metodologia de inovação foram consideradas nos processos para inovar?,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
I,Dimensão Recursos institucionais,II.c,Processos,,,0,Marque todas as opções correspondentes. Esta resposta será validada com o documento anexado pela instituição na pergunta 28.3.,0,Marque todas as opções correspondentes. Esta resposta será validada com o documento anexado pela instituição na pergunta 28.3.,Questão,4,,,
I,Dimensão Recursos institucionais,II.c,Processos,,,28.5,A. Investigação do problema. B. Exploração institucional. C. Desenho de propostas de solução. D. Prototipagem das ideias de solução. E. Testes e ajustes. F. Pilotagem. G. Implementação. H. Avaliação.,28.5,A. Investigação do problema. B. Exploração institucional. C. Desenho de propostas de solução. D. Prototipagem das ideias de solução. E. Testes e ajustes. F. Pilotagem. G. Implementação. H. Avaliação.,Questão,4,,,
I,Nenhuma das anteriores.,,,,,,,I,Nenhuma das anteriores.,Dimensão,1,,,
I,Dimensão Recursos institucionais,II.c,Processos,,,2,"Entre os objetivos dos seus processos para inovar, estava a gestão da inovação?",2,"Entre os objetivos dos seus processos para inovar, estava a gestão da inovação?",Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
I,Dimensão Recursos institucionais,II.c,Processos,,,1,Quais atividades de gestão da inovação estiveram incluídas no seu processo para inovar?,1,Quais atividades de gestão da inovação estiveram incluídas no seu processo para inovar?,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
I,Dimensão Recursos institucionais,II.c,Processos,,,0,Marque todas as opções correspondentes. Esta resposta será validada com o documento anexado pela instituição na pergunta 28.3. A. Gestão da mudança para a inovação. B. Desenvolvimento de capacidades para inovar. C. Sistematização da inovação e gestão do conhecimento. D. Liderança para a inovação. E. Nenhuma das anteriores.,0,Marque todas as opções correspondentes. Esta resposta será validada com o documento anexado pela instituição na pergunta 28.3. A. Gestão da mudança para a inovação. B. Desenvolvimento de capacidades para inovar. C. Sistematização da inovação e gestão do conhecimento. D. Liderança para a inovação. E. Nenhuma das anteriores.,Questão,4,,,
I,Dimensão Recursos institucionais,II.c,Processos,,,31,PRÁTICAS E PROCESSOS,31,PRÁTICAS E PROCESSOS,Questão,4,5.5,,
I,Dimensão Recursos institucionais,II.c,Processos,,,0,Máximo de 3000 caracteres.,0,Máximo de 3000 caracteres.,Questão,4,,,
I,Dimensão Recursos institucionais,II.c,Processos,,,1,"Durante o período medido, contavam com um fluxo de processos de inovação?",1,"Durante o período medido, contavam com um fluxo de processos de inovação?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
