sistema,ano,dimensao_id_original,dimensao_padrao,subdimensao,questao,elemento,nivel,tipo_elemento,texto_completo,pontuacao_maxima_dimensao,pontuacao_maxima_capacidade_chave,nome_variavel,numero_questao,respuesta,pontuacao_maxima_questao,pontuacao_item
chile,2025,I,recursos_institucionais,Estratégia e governança,"O formulário A1 da instituição vigente durante o período medido, especificamente na seção de Objetivos Estratégicos Institucionais, contém algum objetivo relacionado com inovação?","O formulário A1 da instituição vigente durante o período medido, especificamente na seção de Objetivos Estratégicos Institucionais, contém algum objetivo relacionado com inovação?",4,Questão,"Estratégia e governança O formulário A1 da instituição vigente durante o período medido, especificamente na seção de Objetivos Estratégicos Institucionais, contém algum objetivo relacionado com inovação? O formulário A1 da instituição vigente durante o período medido, especificamente na seção de Objetivos Estratégicos Institucionais, contém algum objetivo relacionado com inovação?",20,8.0,Inovação em objetivos estratégicos,18,"A IAN corresponde ao formulário A1 ou, em seu defeito, à declaração de contas públicas.
A. Sí
B. No",2.5,sim: 2.5; não 0
chile,2025,I,recursos_institucionais,Estratégia e governança,"Durante o período medido, a instituição contou com alguma estratégia ou plano de ação relacionado com inovação pública?","Durante o período medido, a instituição contou com alguma estratégia ou plano de ação relacionado com inovação pública?",4,Questão,"Estratégia e governança Durante o período medido, a instituição contou com alguma estratégia ou plano de ação relacionado com inovação pública? Durante o período medido, a instituição contou com alguma estratégia ou plano de ação relacionado com inovação pública?",20,8.0,Inovação em objetivos estratégicos,19,,,
chile,2025,II,praticas_e_processos,,,Práticas e processos,1,Dimensão,Práticas e processos,40,,,,,,
chile,2025,II,praticas_e_processos,Atividade e praticas,,Atividade e praticas,2,Subdimensão,Atividade e praticas,40,14.0,,,,,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Durante o período medido, quantas iniciativas de inovação pública a instituição desenvolveu?","Durante o período medido, quantas iniciativas de inovação pública a instituição desenvolveu?",4,Questão,"Atividade e praticas Durante o período medido, quantas iniciativas de inovação pública a instituição desenvolveu? Durante o período medido, quantas iniciativas de inovação pública a instituição desenvolveu?",40,14.0,Variáveis base,20,o período considerado é de 1º de junho de 2024 a 31 de maio de 2025. A. Nenhuma (Ir para a questão 20) B. 1 C. 2 D. 3 E. 4 F. 5,0.6,
chile,2025,II,praticas_e_processos,Atividade e praticas,Indique o nome de cada iniciativa: 1. 2… (Responder 1 ou mias iniciativas referente a pregunta anterior),Indique o nome de cada iniciativa: 1. 2… (Responder 1 ou mias iniciativas referente a pregunta anterior),4,Questão,Atividade e praticas Indique o nome de cada iniciativa: 1. 2… (Responder 1 ou mias iniciativas referente a pregunta anterior) Indique o nome de cada iniciativa: 1. 2… (Responder 1 ou mias iniciativas referente a pregunta anterior),40,14.0,Variáveis base,20.1,Máximo de 100 caracteres.,0,0
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], qual foi o problema inicial que se buscou abordar mediante um processo de inovação?","Em relação à iniciativa [inserir nome], qual foi o problema inicial que se buscou abordar mediante um processo de inovação?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], qual foi o problema inicial que se buscou abordar mediante um processo de inovação? Em relação à iniciativa [inserir nome], qual foi o problema inicial que se buscou abordar mediante um processo de inovação?",40,14.0,Variáveis base,20.2,Máximo de 3000 caracteres.,0,0
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], quais dos seguintes atores estiveram envolvidos na identificação do problema inicial?","Em relação à iniciativa [inserir nome], quais dos seguintes atores estiveram envolvidos na identificação do problema inicial?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], quais dos seguintes atores estiveram envolvidos na identificação do problema inicial? Em relação à iniciativa [inserir nome], quais dos seguintes atores estiveram envolvidos na identificação do problema inicial?",40,14.0,Surgimento da necessidade,20.3,A. Pessoas usuárias/beneficiárias. B. As pessoas que trabalham na entidade. C. A autoridade do serviço. Que cargo? D. Outra instituição pública. E. Outra instituição fora do Estado. F. Outro(s). Qual(is)?,1.5,0.5; 0.5; 0.10; 0.20; 0.20; 0
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], de que maneira a iniciativa de inovação contribui para resolver o problema identificado?","Em relação à iniciativa [inserir nome], de que maneira a iniciativa de inovação contribui para resolver o problema identificado?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], de que maneira a iniciativa de inovação contribui para resolver o problema identificado? Em relação à iniciativa [inserir nome], de que maneira a iniciativa de inovação contribui para resolver o problema identificado?",40,14.0,Desenvolvimento da iniciativa,20.4,"Deve-se descrever como a inovação melhora a situação inicial ou resolve o problema identificado, indicando que mudança gera e por que seria efetiva diante da situação que se busca abordar. Máximo de 3000 caracteres.",0,0
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], durante o período medido, foi realizada uma investigação do problema inicial antes de idealizar soluções?","Em relação à iniciativa [inserir nome], durante o período medido, foi realizada uma investigação do problema inicial antes de idealizar soluções?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], durante o período medido, foi realizada uma investigação do problema inicial antes de idealizar soluções? Em relação à iniciativa [inserir nome], durante o período medido, foi realizada uma investigação do problema inicial antes de idealizar soluções?",40,14.0,Desenvolvimento da iniciativa,20.5,Resposta única. A. Sim; B. Não,0,0
chile,2025,II,praticas_e_processos,Atividade e praticas,Quais dos seguintes atores externos participaram da fase de investigação do problema inicial?,Quais dos seguintes atores externos participaram da fase de investigação do problema inicial?,4,Questão,Atividade e praticas Quais dos seguintes atores externos participaram da fase de investigação do problema inicial? Quais dos seguintes atores externos participaram da fase de investigação do problema inicial?,40,14.0,Desenvolvimento da iniciativa,20.6,"Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.7.N. ¿Cuáles de los siguientes actores externos participaron en la fase
investigación del problema inicial?
Si contestó No en la pregunta anterior, debe marcar la alternativa “D.Ninguno”.
Marque todos los que correspondan. Validaremos la respuesta entregada con la Información
Adicional Necesaria (IAN) requerida en la pregunta 20.5.N.
A. Personas usuarias o beneficiarias del servicio.
B. Otra(s) entidad(es) del Estado.
C. Otra(s) entidad(es) fuera del Estado.
D. Ninguno.
Si marca esta, no es posible señalar las demás.",0,0
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi desenhada?","Em relação à iniciativa [inserir nome], durante o período medido, ela foi desenhada?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], durante o período medido, ela foi desenhada? Em relação à iniciativa [inserir nome], durante o período medido, ela foi desenhada?",40,14.0,Desenvolvimento da iniciativa,20.7,Resposta única. A. Sim; B. Não,1.5,
chile,2025,II,praticas_e_processos,Atividade e praticas,Quais dos seguintes atores externos participaram da fase de desenho?,Quais dos seguintes atores externos participaram da fase de desenho?,4,Questão,Atividade e praticas Quais dos seguintes atores externos participaram da fase de desenho? Quais dos seguintes atores externos participaram da fase de desenho?,40,14.0,Desenvolvimento da iniciativa,20.8,"Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.7.N. ¿Cuáles de los siguientes actores externos participaron en la fase de diseño?
Si contestó No en la pregunta anterior, debe marcar la alternativa “D.Ninguno”.
Marque todos los que correspondan. Validaremos la respuesta entregada con la Información
Adicional Necesaria (IAN) requerida en la pregunta 20.7.N.
A. Personas usuarias o beneficiarias del servicio.
B. Otra(s) entidad(es) del Estado.
C. Otra(s) entidad(es) fuera del Estado.
D. Ninguno.
Si marca esta, no es posible señalar las demás.",,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi prototipada?","Em relação à iniciativa [inserir nome], durante o período medido, ela foi prototipada?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], durante o período medido, ela foi prototipada? Em relação à iniciativa [inserir nome], durante o período medido, ela foi prototipada?",40,14.0,Desenvolvimento da iniciativa,20.9,Resposta única. A. Sim; B. Não,1.8,
chile,2025,II,praticas_e_processos,Atividade e praticas,Quais dos seguintes atores externos participaram da fase de prototipagem?,Quais dos seguintes atores externos participaram da fase de prototipagem?,4,Questão,Atividade e praticas Quais dos seguintes atores externos participaram da fase de prototipagem? Quais dos seguintes atores externos participaram da fase de prototipagem?,40,14.0,Desenvolvimento da iniciativa,20.10,"Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.9.N. ¿Cuáles de los siguientes actores externos participaron en la fase de
prototipado?
Si contestó No en la pregunta anterior, debe marcar la alternativa “D.Ninguno”.
Marque todos los que correspondan. Validaremos la respuesta entregada con la Información
Adicional Necesaria (IAN) requerida en la pregunta 20.9.N.
A. Personas usuarias o beneficiarias del servicio.
B. Otra(s) entidad(es) del Estado.
C. Otra(s) entidad(es) fuera del Estado.
D. Ninguno.
Si marca esta, no es posible señalar las demás.",0,0
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi testada e ajustada a partir dos resultados obtidos?","Em relação à iniciativa [inserir nome], durante o período medido, ela foi testada e ajustada a partir dos resultados obtidos?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], durante o período medido, ela foi testada e ajustada a partir dos resultados obtidos? Em relação à iniciativa [inserir nome], durante o período medido, ela foi testada e ajustada a partir dos resultados obtidos?",40,14.0,Desenvolvimento da iniciativa,20.11,Resposta única. A. Sim; B. Não,1.5,
chile,2025,II,praticas_e_processos,Atividade e praticas,Quais dos seguintes atores externos participaram da fase de testes e ajustes da solução?,Quais dos seguintes atores externos participaram da fase de testes e ajustes da solução?,4,Questão,Atividade e praticas Quais dos seguintes atores externos participaram da fase de testes e ajustes da solução? Quais dos seguintes atores externos participaram da fase de testes e ajustes da solução?,40,14.0,Desenvolvimento da iniciativa,20.12,"Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.11.N. ¿Cuáles de los siguientes actores externos participaron en la fase de testeo y
ajuste de la solución?
Si contestó No en la pregunta anterior, debe marcar la alternativa “D.Ninguno”.
Marque todos los que correspondan. Validaremos la respuesta entregada con la Información
Adicional Necesaria (IAN) requerida en la pregunta 20.11.N.
A. Personas usuarias o beneficiarias del servicio.
B. Otra(s) entidad(es) del Estado.
C. Otra(s) entidad(es) fuera del Estado.
D. Ninguno.
Si marca esta, no es posible señalar las demás.",0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi pilotada?","Em relação à iniciativa [inserir nome], durante o período medido, ela foi pilotada?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], durante o período medido, ela foi pilotada? Em relação à iniciativa [inserir nome], durante o período medido, ela foi pilotada?",40,14.0,Desenvolvimento da iniciativa,20.13,Resposta única. A. Sim; B. Não,1.4,
chile,2025,II,praticas_e_processos,Atividade e praticas,Quais dos seguintes atores externos participaram da fase de pilotagem da solução?,Quais dos seguintes atores externos participaram da fase de pilotagem da solução?,4,Questão,Atividade e praticas Quais dos seguintes atores externos participaram da fase de pilotagem da solução? Quais dos seguintes atores externos participaram da fase de pilotagem da solução?,40,14.0,Desenvolvimento da iniciativa,20.14,"Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.13.N. ¿Cuáles de los siguientes actores externos participaron en la fase de pilotaje
de la solución?
Si contestó No en la pregunta anterior, debe marcar la alternativa “D.Ninguno”.
Marque todos los que correspondan. Validaremos la respuesta entregada con la Información
Adicional Necesaria (IAN) requerida en la pregunta 20.13.N.
A. Personas usuarias o beneficiarias del servicio.
B. Otra(s) entidad(es) del Estado.
C. Otra(s) entidad(es) fuera del Estado.
D. Ninguno.
Si marca esta, no es posible señalar las demás.",0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], durante o período medido, ela foi implementada?","Em relação à iniciativa [inserir nome], durante o período medido, ela foi implementada?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], durante o período medido, ela foi implementada? Em relação à iniciativa [inserir nome], durante o período medido, ela foi implementada?",40,14.0,Desenvolvimento da iniciativa,20.15,Resposta única. A. Sim; B. Não,1.4,
chile,2025,II,praticas_e_processos,Atividade e praticas,Quais dos seguintes atores externos participaram da fase de implementação da solução?,Quais dos seguintes atores externos participaram da fase de implementação da solução?,4,Questão,Atividade e praticas Quais dos seguintes atores externos participaram da fase de implementação da solução? Quais dos seguintes atores externos participaram da fase de implementação da solução?,40,14.0,Desenvolvimento da iniciativa,20.16,"Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.15.N. ¿Cuáles de los siguientes actores externos participaron en la fase de
implementación de la solución?
Si contestó No en la pregunta anterior, debe marcar la alternativa “D.Ninguno”.
Marque todos los que correspondan. Validaremos la respuesta entregada con la Información
Adicional Necesaria (IAN) requerida en la pregunta 20.15.N.
A. Personas usuarias o beneficiarias del servicio.
B. Otra(s) entidad(es) del Estado.
C. Otra(s) entidad(es) fuera del Estado.
D. Ninguno.
Si marca esta, no es posible señalar las demás.",0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], durante o período medido, que tipo de avaliação foi realizada no contexto do pilotagem ou após ser implementada?","Em relação à iniciativa [inserir nome], durante o período medido, que tipo de avaliação foi realizada no contexto do pilotagem ou após ser implementada?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], durante o período medido, que tipo de avaliação foi realizada no contexto do pilotagem ou após ser implementada? Em relação à iniciativa [inserir nome], durante o período medido, que tipo de avaliação foi realizada no contexto do pilotagem ou após ser implementada?",40,14.0,Desenvolvimento da iniciativa,20.17,"Respuesta única.
A. Evaluación de procesos (optimización, “de flujos”)
B. Evaluación de impacto (método no experimental, cuasi experimental o
experimental)
C. Evaluación de eficiencia (costo-beneficio o costo-efectividad)
D. Otra. ¿Cuál(es)?
E. Ninguna de las anteriores
Si marca esta, no es posible señalar las demás.",1.2,
chile,2025,II,praticas_e_processos,Atividade e praticas,Quais dos seguintes atores externos participaram da fase de avaliação da solução?,Quais dos seguintes atores externos participaram da fase de avaliação da solução?,4,Questão,Atividade e praticas Quais dos seguintes atores externos participaram da fase de avaliação da solução? Quais dos seguintes atores externos participaram da fase de avaliação da solução?,40,14.0,Desenvolvimento da iniciativa,20.18,"Marque todos os correspondentes. Validaremos a resposta apresentada com a Informação Adicional Necessária (IAN) solicitada na pergunta 20.17.N. A. Personas usuarias o beneficiarias del servicio.
B. Otra(s) entidad(es) del Estado.
C. Otra(s) entidad(es) fuera del Estado.
D. Ninguno.
Si marca esta, no es posible señalar las demás.",0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], participaram pessoas usuárias, outras instituições públicas ou instituições fora do Estado em uma ou mais de suas fases?","Em relação à iniciativa [inserir nome], participaram pessoas usuárias, outras instituições públicas ou instituições fora do Estado em uma ou mais de suas fases?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], participaram pessoas usuárias, outras instituições públicas ou instituições fora do Estado em uma ou mais de suas fases? Em relação à iniciativa [inserir nome], participaram pessoas usuárias, outras instituições públicas ou instituições fora do Estado em uma ou mais de suas fases?",40,14.0,Desenvolvimento da iniciativa,20.19,"Respuesta única. La respuesta será validada con la Información Adicional Necesaria (IAN)
entregada en las preguntas correspondientes a las fases de la iniciativa (preguntas 20.5.N,
20.7.N, .N, 20.9.N, 20.11.N, 20.13.N, 20.15.N, 20.17.N) A. SIM; B. NO",1,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], durante o período medido, quais das seguintes atividades relacionadas à gestão da mudança ou à adoção da solução foram desenvolvidas?","Em relação à iniciativa [inserir nome], durante o período medido, quais das seguintes atividades relacionadas à gestão da mudança ou à adoção da solução foram desenvolvidas?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], durante o período medido, quais das seguintes atividades relacionadas à gestão da mudança ou à adoção da solução foram desenvolvidas? Em relação à iniciativa [inserir nome], durante o período medido, quais das seguintes atividades relacionadas à gestão da mudança ou à adoção da solução foram desenvolvidas?",40,14.0,Desenvolvimento da iniciativa,20.20,Marque todas as opções correspondentes. A. Difusão da iniciativa no interior da organização. B. Plano de comunicação e difusão com usuários e atores-chave. C. Instalação de capacidades nas equipes executoras. D. Criação de uma rede de apoio ou equipes de gestão da mudança. E. Envolvimento das autoridades institucionais na iniciativa. F. Desenho de estratégias de gestão da mudança para enfrentar resistências. G. Outra. Qual? H. Nenhuma das anteriores.,1.1,"0.175
0.175
0.175
0.175
0.175; 0.175
0.175
0"
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], durante o período medido, foram executadas ou planejadas ações para o seu escalonamento?","Em relação à iniciativa [inserir nome], durante o período medido, foram executadas ou planejadas ações para o seu escalonamento?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], durante o período medido, foram executadas ou planejadas ações para o seu escalonamento? Em relação à iniciativa [inserir nome], durante o período medido, foram executadas ou planejadas ações para o seu escalonamento?",40,14.0,Desenvolvimento da iniciativa,20.21,"Sólo si contestó “sí” en alguna de las siguientes fases: Pilotaje, Implementación, Evaluación
(preguntas 20.13.N, 20.15.N y 20.17.N). Si en todas ellas respondió “No”, deberá responder “No” en esta pregunta.Resposta Única.  A. SIM B. NO",0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], quantas áreas, em nível de unidades funcionais, estiveram ativamente envolvidas em uma ou mais de suas fases?","Em relação à iniciativa [inserir nome], quantas áreas, em nível de unidades funcionais, estiveram ativamente envolvidas em uma ou mais de suas fases?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], quantas áreas, em nível de unidades funcionais, estiveram ativamente envolvidas em uma ou mais de suas fases? Em relação à iniciativa [inserir nome], quantas áreas, em nível de unidades funcionais, estiveram ativamente envolvidas em uma ou mais de suas fases?",40,14.0,Desenvolvimento da iniciativa,20.22,Máximo de 3000 caracteres.,0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], ela contou com financiamento em pelo menos uma de suas fases?","Em relação à iniciativa [inserir nome], ela contou com financiamento em pelo menos uma de suas fases?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], ela contou com financiamento em pelo menos uma de suas fases? Em relação à iniciativa [inserir nome], ela contou com financiamento em pelo menos uma de suas fases?",40,14.0,Desenvolvimento da iniciativa,20.23,Resposta única. A. Sim; B. Não,0,0
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], quais das seguintes dificuldades foram encontradas durante o desenvolvimento da iniciativa?","Em relação à iniciativa [inserir nome], quais das seguintes dificuldades foram encontradas durante o desenvolvimento da iniciativa?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], quais das seguintes dificuldades foram encontradas durante o desenvolvimento da iniciativa? Em relação à iniciativa [inserir nome], quais das seguintes dificuldades foram encontradas durante o desenvolvimento da iniciativa?",40,14.0,Desenvolvimento da iniciativa,20.24,Selecione as 3 principais. A. Obter financiamento para o seu desenvolvimento. B. Cultura organizacional. C. Marco normativo e/ou administrativo. D. Interoperabilidade entre sistemas. E. Adoção de novas tecnologias. G. Outra. Qual? G. Nenhuma das anteriores.,0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação à iniciativa [inserir nome], a perspectiva de gênero foi incorporada em pelo menos uma de suas etapas?","Em relação à iniciativa [inserir nome], a perspectiva de gênero foi incorporada em pelo menos uma de suas etapas?",4,Questão,"Atividade e praticas Em relação à iniciativa [inserir nome], a perspectiva de gênero foi incorporada em pelo menos uma de suas etapas? Em relação à iniciativa [inserir nome], a perspectiva de gênero foi incorporada em pelo menos uma de suas etapas?",40,14.0,Desenvolvimento da iniciativa,20.25,Resposta única. A. Sim; B. Não,0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"En relación a la iniciativa [insertar nombre], ¿cuáles fueron los resultados concretos y medibles que se observaron luego de su
pilotaje o implementación? En caso que aún no haya sido piloteada o implementada, indique los resultados esperados.","En relación a la iniciativa [insertar nombre], ¿cuáles fueron los resultados concretos y medibles que se observaron luego de su
pilotaje o implementación? En caso que aún no haya sido piloteada o implementada, indique los resultados esperados.",4,Questão,"Atividade e praticas En relación a la iniciativa [insertar nombre], ¿cuáles fueron los resultados concretos y medibles que se observaron luego de su
pilotaje o implementación? En caso que aún no haya sido piloteada o implementada, indique los resultados esperados. En relación a la iniciativa [insertar nombre], ¿cuáles fueron los resultados concretos y medibles que se observaron luego de su
pilotaje o implementación? En caso que aún no haya sido piloteada o implementada, indique los resultados esperados.",40,14.0,Resultado da iniciativa,20.26,"Marque todas las que correspondan.
A. Mejora en la satisfacción de los usuarios.
B. Disminución en el tiempo de uno o más procedimientos administrativos.
C. Mayor eficiencia en el uso de los recursos públicos.
D. Incremento en la cobertura de atención.
E. Otros. Especifique:
F. Ninguna de las anteriores.
Si marca esta, no es posible señalar las demás.",0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"En relación a la iniciativa [insertar nombre], ¿quiénes eran los destinatarios o beneficiarios principales de la solución?","En relación a la iniciativa [insertar nombre], ¿quiénes eran los destinatarios o beneficiarios principales de la solución?",4,Questão,"Atividade e praticas En relación a la iniciativa [insertar nombre], ¿quiénes eran los destinatarios o beneficiarios principales de la solución? En relación a la iniciativa [insertar nombre], ¿quiénes eran los destinatarios o beneficiarios principales de la solución?",40,14.0,Resultado da iniciativa,20.27,"Marque todas las que correspondan.
A. Las personas usuarias de la entidad.
B. Otras instituciones públicas.
C. Empresas o entidades del sector privado.
D. Las personas funcionarias de la entidad.
E. Otro destinatario o beneficiario. ¿Cuál(es)?",0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"De las iniciativas validadas, ¿cuántas tienen alta relevancia estratégica?
Si contestó “1 o más iniciativas” en la pregunta N.","De las iniciativas validadas, ¿cuántas tienen alta relevancia estratégica?
Si contestó “1 o más iniciativas” en la pregunta N.",4,Questão,"Atividade e praticas De las iniciativas validadas, ¿cuántas tienen alta relevancia estratégica?
Si contestó “1 o más iniciativas” en la pregunta N. De las iniciativas validadas, ¿cuántas tienen alta relevancia estratégica?
Si contestó “1 o más iniciativas” en la pregunta N.",40,14.0,Resultado da iniciativa,20A,Resposta númerica. Levantamento administrativo.,,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Em relação às iniciativas reportadas, quais dos seguintes enfoques ou metodologias foram utilizados para seu desenvolvimento?","Em relação às iniciativas reportadas, quais dos seguintes enfoques ou metodologias foram utilizados para seu desenvolvimento?",4,Questão,"Atividade e praticas Em relação às iniciativas reportadas, quais dos seguintes enfoques ou metodologias foram utilizados para seu desenvolvimento? Em relação às iniciativas reportadas, quais dos seguintes enfoques ou metodologias foram utilizados para seu desenvolvimento?",40,14.0,Uso de abordagens ou metodologias de inovação,21,"A. Design thinking. B. Metodologias ágeis (Scrum, Kanban, Lean etc.). C. Pensamento sistêmico. D. Pensamento Inventivo Sistemático. E. Prospectiva estratégica ou inovação antecipatória. F. Gestão da mudança (Change Management). G. Outra. Qual? F. Nenhuma. Marque todas as opções correspondentes. Se respondeu “Nenhuma” na pergunta 19, deve marcar a opção “F. Nenhuma”.",0,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Durante o período medido, quantas pessoas da instituição participaram ativamente da Rede de Inovadores Públicos?","Durante o período medido, quantas pessoas da instituição participaram ativamente da Rede de Inovadores Públicos?",4,Questão,"Atividade e praticas Durante o período medido, quantas pessoas da instituição participaram ativamente da Rede de Inovadores Públicos? Durante o período medido, quantas pessoas da instituição participaram ativamente da Rede de Inovadores Públicos?",40,14.0,Parcitapação em rede de inovação - Red de Innovadores Públicos,21A,Valor (cálculo da taxa: pessoas ativas na Rede / quantidade de pessoas na Rede). Segue o cálculo de uma variável contínua.,1,
chile,2025,II,praticas_e_processos,Atividade e praticas,"Durante o período medido, quais dos seguintes tipos de análise foram considerados nos procedimentos de identificação de necessidades ou expectativas das pessoas?","Durante o período medido, quais dos seguintes tipos de análise foram considerados nos procedimentos de identificação de necessidades ou expectativas das pessoas?",4,Questão,"Atividade e praticas Durante o período medido, quais dos seguintes tipos de análise foram considerados nos procedimentos de identificação de necessidades ou expectativas das pessoas? Durante o período medido, quais dos seguintes tipos de análise foram considerados nos procedimentos de identificação de necessidades ou expectativas das pessoas?",40,14.0,Parcitapação em rede de inovação - Red de Innovadores Públicos,22,"Marque todas las que correspondan.
A. Laboratorios o Centros de Innovación.
B. Hackatones, datatones o ideatones.
22 0
C. Concursos o comunidades de innovación abierta.
D. Eventos de generación de redes (networking) o reuniones de intereses
(meetups).
E. Otra. Espeficique:
F. Ninguna de las anteriores.
Si marca esta, no es posible señalar las demás.",0,
chile,2025,II,praticas_e_processos,Procedimentos,"Durante el periodo medido, ¿existieron procedimientos para la identificación de las necesidades o expectativas de las personas usuarias/beneficiarias?","Durante el periodo medido, ¿existieron procedimientos para la identificación de las necesidades o expectativas de las personas usuarias/beneficiarias?",4,Questão,"Procedimentos Durante el periodo medido, ¿existieron procedimientos para la identificación de las necesidades o expectativas de las personas usuarias/beneficiarias? Durante el periodo medido, ¿existieron procedimientos para la identificación de las necesidades o expectativas de las personas usuarias/beneficiarias?",40,7.0,Procedimentos para a identificação de necessidades de pessoas ou instituições usuárias,23,Resposta única. A. Sim; B. Não (Ir para a questão 24),1,sim: 0.1; não 0
chile,2025,II,praticas_e_processos,Procedimentos,"Durante o período analisado, quais dos seguintes tipos de análise foram considerados nos procedimentos para identificar as necessidades ou expectativas das pessoas? - Si respondeu a pregunta anterior.","Durante o período analisado, quais dos seguintes tipos de análise foram considerados nos procedimentos para identificar as necessidades ou expectativas das pessoas? - Si respondeu a pregunta anterior.",4,Questão,"Procedimentos Durante o período analisado, quais dos seguintes tipos de análise foram considerados nos procedimentos para identificar as necessidades ou expectativas das pessoas? - Si respondeu a pregunta anterior. Durante o período analisado, quais dos seguintes tipos de análise foram considerados nos procedimentos para identificar as necessidades ou expectativas das pessoas? - Si respondeu a pregunta anterior.",40,7.0,Procedimentos para a identificação de necessidades de pessoas ou instituições usuárias,23.1,"marque todas as opções correspondentes. A. Análises qualitativas (oficinas, focus groups, entrevistas, etnografia). B. Análises quantitativas (pesquisas telefônicas, presenciais, on-line ou em papel). C. Análises de registros administrativos (bases de dados próprias). D. Análises com dados massivos (redes sociais, navegação web, mineração de texto). E. Análises documentais ou de fontes espontâneas (revisão de OIRS, meios, atas, relatórios etc.). F. Outra, especifique:",0.5,0.1; 0.1; 0.1; 0.1; 0.1; 0
chile,2025,II,praticas_e_processos,Procedimentos,"Durante o período analisado, a instituição realizou medições de satisfação do usuário com seus serviços?","Durante o período analisado, a instituição realizou medições de satisfação do usuário com seus serviços?",4,Questão,"Procedimentos Durante o período analisado, a instituição realizou medições de satisfação do usuário com seus serviços? Durante o período analisado, a instituição realizou medições de satisfação do usuário com seus serviços?",40,7.0,Procedimentos para a identificação de necessidades de pessoas ou instituições usuárias,24,Resposta única. A. Sim; B. Não (Ir para a questão 25),0.5,
chile,2025,II,praticas_e_processos,Procedimentos,Com que frequência essas medições foram realizadas?,Com que frequência essas medições foram realizadas?,4,Questão,Procedimentos Com que frequência essas medições foram realizadas? Com que frequência essas medições foram realizadas?,40,7.0,Procedimentos para a identificação de necessidades de pessoas ou instituições usuárias,24.1,Resposta única. A. Anualmente. B. Semestralmente. C. Mensalmente. D. Semanalmente. E. Diariamente. F. Tempo real.,0.2,0.1; 0.1; 0.2; 0.2; 0.2; 0.2
